0.1 0.0010 25000 35
0.1 0.0015 25000 290
0.1 0.0022 25000 1783
0.1 0.0034 10000 3310
0.1 0.0051 1000 695
0.1 0.0076 1000 809
0.1 0.0114 400 336
0.1 0.0171 400 339
0.1 0.0256 100 80
0.1 0.0384 100 81
0.1 0.0575 50 40
0.1 0.1000 50 39
0.28 0.0010 25000 28
0.28 0.0015 25000 270
0.28 0.0022 25000 1752
0.28 0.0034 10000 3331
0.28 0.0051 1000 696
0.28 0.0076 1000 799
0.28 0.0114 400 343
0.28 0.0171 400 348
0.28 0.0256 100 89
0.28 0.0384 100 89
0.28 0.0575 50 46
0.28 0.1000 50 39
0.43 0.0010 25000 40
0.43 0.0015 25000 273
0.43 0.0022 25000 1710
0.43 0.0034 10000 3397
0.43 0.0051 1000 712
0.43 0.0076 1000 838
0.43 0.0114 400 334
0.43 0.0171 400 339
0.43 0.0256 100 85
0.43 0.0384 100 86
0.43 0.0575 50 43
0.43 0.1000 50 35
0.6 0.0010 25000 38
0.6 0.0015 25000 285
0.6 0.0022 25000 1774
0.6 0.0034 10000 3378
0.6 0.0051 1000 678
0.6 0.0076 1000 796
0.6 0.0114 400 333
0.6 0.0171 400 337
0.6 0.0256 100 86
0.6 0.0384 100 85
0.6 0.0575 50 43
0.6 0.1000 50 37
0.78 0.0010 25000 27
0.78 0.0015 25000 327
0.78 0.0022 25000 1806
0.78 0.0034 10000 3391
0.78 0.0051 1000 681
0.78 0.0076 1000 792
0.78 0.0114 400 338
0.78 0.0171 400 343
0.78 0.0256 100 86
0.78 0.0384 100 86
0.78 0.0575 50 40
0.78 0.1000 50 38
1.0 0.0010 25000 38
1.0 0.0015 25000 309
1.0 0.0022 25000 1903
1.0 0.0034 10000 3457
1.0 0.0051 1000 689
1.0 0.0076 1000 796
1.0 0.0114 400 334
1.0 0.0171 400 341
1.0 0.0256 100 88
1.0 0.0384 100 89
1.0 0.0575 50 48
1.0 0.1000 50 39
1.25 0.0010 25000 31
1.25 0.0015 25000 353
1.25 0.0022 25000 2017
1.25 0.0034 10000 3535
1.25 0.0051 1000 670
1.25 0.0076 1000 801
1.25 0.0114 400 340
1.25 0.0171 400 349
1.25 0.0256 100 89
1.25 0.0384 100 88
1.25 0.0575 50 41
1.25 0.1000 50 41
1.52 0.0010 25000 38
1.52 0.0015 25000 354
1.52 0.0022 25000 2080
1.52 0.0034 10000 3580
1.52 0.0051 1000 706
1.52 0.0076 1000 815
1.52 0.0114 400 340
1.52 0.0171 400 347
1.52 0.0256 100 90
1.52 0.0384 100 90
1.52 0.0575 50 43
1.52 0.1000 50 41
1.84 0.0010 25000 49
1.84 0.0015 25000 379
1.84 0.0022 25000 2115
1.84 0.0034 10000 3769
1.84 0.0051 1000 715
1.84 0.0076 1000 812
1.84 0.0114 400 345
1.84 0.0171 400 351
1.84 0.0256 100 87
1.84 0.0384 100 87
1.84 0.0575 50 47
1.84 0.1000 50 43
2.2 0.0010 25000 44
2.2 0.0015 25000 391
2.2 0.0022 25000 2419
2.2 0.0034 10000 3969
2.2 0.0051 1000 714
2.2 0.0076 1000 790
2.2 0.0114 400 323
2.2 0.0171 400 328
2.2 0.0256 100 84
2.2 0.0384 100 84
2.2 0.0575 50 41
2.2 0.1000 50 40
2.6 0.0010 25000 47
2.6 0.0015 25000 396
2.6 0.0022 25000 2358
2.6 0.0034 10000 4062
2.6 0.0051 1000 723
2.6 0.0076 1000 811
2.6 0.0114 400 334
2.6 0.0171 400 339
2.6 0.0256 100 82
2.6 0.0384 100 82
2.6 0.0575 50 42
2.6 0.1000 50 42
3.04 0.0010 25000 54
3.04 0.0015 25000 429
3.04 0.0022 25000 2577
3.04 0.0034 10000 4216
3.04 0.0051 1000 745
3.04 0.0076 1000 835
3.04 0.0114 400 328
3.04 0.0171 400 334
3.04 0.0256 100 87
3.04 0.0384 100 86
3.04 0.0575 50 43
3.04 0.1000 50 40
3.54 0.0010 25000 52
3.54 0.0015 25000 480
3.54 0.0022 25000 2776
3.54 0.0034 10000 4171
3.54 0.0051 1000 696
3.54 0.0076 1000 799
3.54 0.0114 400 340
3.54 0.0171 400 343
3.54 0.0256 100 88
3.54 0.0384 100 88
3.54 0.0575 50 46
3.54 0.1000 50 41
4.1 0.0010 25000 61
4.1 0.0015 25000 473
4.1 0.0022 25000 2753
4.1 0.0034 10000 4311
4.1 0.0051 1000 752
4.1 0.0076 1000 825
4.1 0.0114 400 344
4.1 0.0171 400 346
4.1 0.0256 100 80
4.1 0.0384 100 80
4.1 0.0575 50 39
4.1 0.1000 50 49
